id	title	created	sumVotesIncremented	spinoffCount
5237325950484480	Noise detail test	2016-04-25T13:19:02Z	1	1
5240718060158976	Weighted average of a line	2015-06-17T15:55:02Z	1	1
5244603108818944	RETIRED: Rigging a snowman 2 (adding a body) with modelData	2015-10-27T16:49:05Z	1	0
5245400725585920	Matrix operations	2015-07-23T13:18:53Z	1	2
5271824826892288	Parabolas in a box	2014-01-28T15:53:50Z	1	2
5334168528617472	Arranging a scene - rotation 2	2015-08-28T20:25:38Z	1	2
5348967223525376	Spin-off of "Wheel of Theodorus"	2016-01-27T12:34:01Z	1	0
5355779531603968	Spin-off of "ANIMATE: Phases of the moon"	2015-12-22T12:40:22Z	1	0
5358757631885312	Colour-picker test	2016-02-22T14:37:42Z	1	2
5366116335616000	Arranging a scene with translations	2015-04-10T16:28:30Z	1	1
5435889716690944	Spin-off of "Basic bioinformatics algorithms"	2015-11-28T20:32:49Z	1	1
5447918265565184	Multiple Translations #3	2015-04-01T19:43:04Z	1	1
5457019419885568	Build a shape	2016-08-08T13:27:11Z	1	1
5469787252457472	Test dilate	2016-08-27T07:21:12Z	1	1
5481264216539136	Line circle intersection	2016-07-19T13:20:06Z	1	2
5572992026673152	Poisson disc sampling	2016-02-26T11:12:13Z	1	2
5603195664334848	Spectra	2016-08-19T11:50:46Z	1	0
5622033417633792	Voronoi with different distributions	2016-02-18T14:06:18Z	1	2
5628640143474688	Bezier animation	2015-07-29T15:04:34Z	1	1
5670360450465792	Spin-off of "Fluid simulation"	2016-02-09T15:49:37Z	1	1
5673606552879104	Spectra	2016-08-19T14:37:02Z	1	0
5677508067852288	deCasteljau	2014-09-02T17:38:58Z	1	2
5682111132205056	Multiple Translations and Scaling Update	2015-03-06T14:39:53Z	1	1
5683118628667392	Interactive exercise: Midpoint of a line segment	2015-07-30T10:40:58Z	1	2
5688297897459712	Spin-off of "Composing scenes"	2016-08-09T08:32:48Z	1	2
5701172671938560	Object to string	2015-11-26T12:01:47Z	1	0
5704782319845376	Rigging set up for exercise 1	2015-09-25T10:57:27Z	1	1
5706195969638400	RETIRED: Rigging a snowman 3 (coding deformers)	2015-10-28T12:10:56Z	1	0
5717430857236480	Shaded cylinder	2016-01-28T18:31:10Z	1	1
5737762068365312	DNA	2014-10-18T16:01:37Z	1	0
5749592197824512	Pinhole camera with variable focal distance	2016-08-05T13:49:31Z	1	0
5751891821723648	Arranging a scene - new catalogue 2	2015-08-13T19:40:05Z	1	0
5755739597832192	Voronoi with variable site density	2016-05-03T12:48:32Z	1	1
5772737402634240	Spin-off of "Exploring Ellipses"	2014-09-11T17:08:27Z	1	0
5820435703398400	Rigging exercise with translation and rotation	2016-01-19T10:05:24Z	1	1
5825960471560192	Animation with rotation (+ save)	2015-09-27T11:43:50Z	1	5
5859446498000896	Isometric	2014-07-20T17:48:52Z	1	1
5869493241905152	Rigging 5	2015-09-11T15:00:29Z	1	0
5871402156163072	2D noise test	2015-12-08T10:34:34Z	1	3
5880999195705344	Image test 64bit	2015-04-10T12:52:15Z	1	0
5908211188498432	Spin-off of "Cylinder"	2016-02-11T11:41:23Z	1	0
5909401664356352	Rigging rotation exercise	2016-01-19T10:03:18Z	1	2
5935242946019328	Multiple Translations	2015-03-04T21:36:20Z	1	3
5966910259593216	HSL test	2016-08-25T11:20:21Z	1	0
5974920285782016	Spin-off of "Upcoming Game: Realm of Impossibility"	2015-08-29T20:38:54Z	1	4
5975418865319936	1D fractal noise	2015-12-08T07:58:15Z	1	1
5979072663257088	Shaded cube with perspective	2016-08-17T14:35:42Z	1	1
5985634919776256	Another grid	2016-02-13T22:08:24Z	1	0
6013105137647616	Poisson distribution	2016-02-22T13:34:26Z	1	0
6024590531493888	Light on a circle	2015-01-15T20:52:37Z	1	3
6042928940843008	Interactive: Weighted average of three points	2015-04-24T20:52:51Z	1	1
6049795028680704	Voronoi diagram images for exercises	2016-05-05T12:20:49Z	1	1
6050866806784000	Lens test 2	2015-12-03T15:07:31Z	1	-1
6059567345172480	OLD - Rigging a snowman 4 (coding deformers)	2015-11-20T16:14:13Z	1	0
6071668305690624	Lighting a sphere - tennis ball	2016-07-30T07:31:07Z	1	1
6084802756345856	Arranging a scene - scaling 2	2015-08-28T20:26:12Z	1	1
6096061801431040	Parabolic interpolation	2015-02-07T15:21:02Z	1	1
6103696663642112	Multiple scaling and translating	2015-03-06T14:06:51Z	1	0
6115538597314560	Navigation and Drop-Down Menus	2014-11-28T12:22:32Z	1	1
6135339873206272	Parabola construction	2014-08-23T17:30:07Z	1	1
6140920866275328	Casting actors	2015-01-27T18:20:50Z	1	1
6147153693900800	Ray tracing in 2D	2016-08-04T13:40:55Z	1	0
6156213075705856	Rigging exercise with translation, rotation and scaling	2016-05-15T09:19:16Z	1	2
6163346607177728	Voronoi with variable scale size	2016-02-08T13:38:19Z	1	1
6175046368624640	Rounded polygon	2016-01-26T13:55:03Z	1	1
6178592348831744	Tiling noise test	2016-04-08T15:35:24Z	1	1
6190411333107712	Distance from points 2	2016-01-19T13:57:56Z	1	0
6209977729024000	Lens test	2015-11-24T15:34:15Z	1	0
6219942413860864	Test animation	2015-11-17T23:02:21Z	1	0
6244317435527168	Multiple Translations 2	2015-03-06T11:56:13Z	1	1
6257383503691776	Spin-off of "Noise effects"	2016-07-15T11:13:55Z	1	0
6263250262556672	Exercise: pose with pre-rigged model	2016-01-15T15:03:55Z	1	1
6271749948309504	Spin-off of "Riskards (HUGE WIP)"	2015-10-23T22:36:03Z	1	0
6293239935139840	Slam	2015-08-17T09:52:27Z	1	0
6293338177536000	Voronoi diagram subdivision	2016-01-20T17:11:10Z	1	1
6309475341697024	Spin-off of "WIP (Help needed - read comments)"	2016-07-11T13:47:34Z	1	0
6310247957397504	Rigging with saved object	2015-10-05T08:56:22Z	1	1
6317988824875008	Spin-off of "River Water Animation"	2016-04-26T15:26:09Z	1	0
6318182179667968	Rigging 7	2015-09-21T15:48:46Z	1	0
6349810039652352	Color correction suite	2016-08-25T18:09:25Z	1	1
6356728254955520	Interactive exercise: Midpoint of a line segment	2015-07-29T20:44:15Z	1	0
6360190906662912	Rigging 6	2015-09-18T12:14:18Z	1	0
6364209639325696	Building a scene 1 (sliders)	2014-11-15T12:13:15Z	1	1
6370771737509888	Multiple Translations	2015-05-15T10:06:10Z	1	1
6398166159065088	Parabolic Curve (ellipse constrained)	2014-02-10T22:07:17Z	1	0
6408214508994560	Interactive: String art (midpoints)	2014-12-11T18:37:37Z	1	0
6419864301076480	Triangle - triangle intersection 3D	2015-02-07T16:31:03Z	1	0
6434175501074432	Rigging a snowman 2 (adding a head)	2016-02-16T21:40:28Z	1	0
6441793474658304	Voronoi diagram bump map	2016-03-03T15:27:13Z	1	0
6468603444854784	Voronoi diagram shrinking	2016-02-19T14:47:07Z	1	0
6481030579093504	Password tester	2015-10-18T20:28:01Z	1	0
6484142278180864	Rigging a snowman 4 (coding deformers)	2016-02-04T15:37:56Z	1	0
6486958418296832	deCasteljau for exercise	2015-08-25T13:19:02Z	1	0
6504649017655296	Exercise test	2016-04-19T13:19:04Z	1	0
6528911021834240	Bit masking test	2015-12-11T12:43:27Z	1	0
6529819369406464	Spin-off of "Lens example"	2016-07-21T10:19:08Z	1	1
6532572088893440	Scaling and translating	2014-11-15T15:16:24Z	1	0
6537864187346944	Distance from points	2015-12-21T16:46:50Z	1	3
6544325569282048	Spin-off of "Line-bezier intersection"	2015-12-03T16:34:29Z	1	0
6555073118863360	Spin-off of "1D fractal noise interactive"	2016-02-16T11:46:49Z	1	1
6568966755450880	Small angle approximation (not vertical)	2013-08-28T17:31:34Z	1	3
6597005337559040	Directrix of a parabola	2015-12-22T15:10:55Z	1	1
6600852064829440	Rigging model with deformers controlled by exercise	2015-10-08T21:00:00Z	1	0
6601807487959040	Spin-off of "PixelDrag."	2015-08-27T21:55:56Z	1	2
6604956268888064	Labyrinth	2015-10-24T11:40:58Z	1	0
6686710516023296	Spin-off of "Darryl"	2016-01-15T11:35:39Z	1	0
6710821949931520	Parabola intersections	2015-12-30T13:33:15Z	1	0
6738813381902336	Vectors	2016-08-18T10:55:57Z	1	0
6742549271019520	Find distances	2016-08-18T14:05:01Z	1	1
6747761735761920	RETIRED: Rigging a snowman 4 (adding and updating deformers)	2015-10-28T12:11:10Z	1	0
